年龄,受教育时间,性别,资产净增,资产损失,一周工作时间,收入水平
32,10,Male,0,0,55,<=50K
37,9,Male,0,0,40,<=50K
71,3,Female,0,0,75,<=50K
30,10,Male,0,0,40,>50K
20,10,Female,0,0,40,<=50K
53,9,Male,0,1740,50,<=50K
42,9,Male,0,0,45,<=50K
44,13,Male,0,1902,56,>50K
26,14,Female,0,0,40,<=50K
21,10,Female,0,0,16,<=50K
37,9,Female,0,0,40,<=50K
36,13,Female,0,0,40,<=50K
25,9,Female,0,0,40,<=50K
54,16,Male,0,1977,43,>50K
38,13,Male,0,0,50,>50K
29,9,Male,0,0,40,<=50K
20,10,Male,0,0,38,<=50K
32,9,Male,0,0,50,<=50K
24,12,Male,0,0,20,<=50K
59,9,Male,0,0,40,>50K
56,13,Male,0,0,40,>50K
40,9,Male,0,0,84,<=50K
35,13,Male,0,0,40,>50K
38,13,Female,15024,0,40,>50K
24,10,Female,0,0,20,<=50K
30,10,Male,0,1848,40,>50K
61,9,Male,0,0,40,<=50K
36,2,Male,0,0,40,<=50K
20,10,Female,0,0,20,<=50K
36,9,Female,0,0,40,<=50K
45,13,Female,0,0,40,<=50K
22,13,Female,0,0,40,<=50K
31,9,Male,0,2001,40,<=50K
34,9,Male,0,0,40,<=50K
24,7,Male,0,0,40,<=50K
42,5,Male,0,0,35,<=50K
23,13,Male,0,0,25,<=50K
46,15,Female,0,0,40,>50K
60,15,Male,0,0,70,>50K
40,10,Female,0,0,40,<=50K
55,9,Female,0,0,40,<=50K
47,14,Male,27828,0,40,>50K
28,9,Male,0,0,43,<=50K
55,15,Male,0,0,60,>50K
47,14,Male,0,0,40,>50K
54,14,Male,0,0,52,>50K
32,7,Female,0,0,60,<=50K
38,12,Male,0,0,40,>50K
61,10,Female,0,0,40,<=50K
62,14,Male,0,0,40,<=50K
29,10,Male,5013,0,40,<=50K
26,9,Female,0,0,32,<=50K
19,10,Male,0,0,50,<=50K
40,6,Male,0,0,40,<=50K
36,9,Male,7298,0,40,>50K
42,9,Male,2885,0,45,<=50K
55,14,Female,0,0,40,<=50K
55,9,Female,2407,0,35,<=50K
43,13,Male,0,0,40,>50K
39,9,Male,0,0,40,<=50K
38,10,Male,0,0,45,>50K
28,9,Female,0,0,40,<=50K
36,10,Female,0,0,40,<=50K
49,10,Male,0,0,50,<=50K
41,10,Female,0,0,40,<=50K
60,4,Female,0,0,40,<=50K
35,13,Male,0,0,70,<=50K
36,13,Female,0,0,40,<=50K
51,9,Male,0,0,40,>50K
23,9,Male,0,0,40,<=50K
51,9,Male,0,0,40,<=50K
17,7,Female,1055,0,18,<=50K
33,10,Male,0,0,25,<=50K
50,9,Male,0,0,40,<=50K
38,8,Male,0,0,40,>50K
18,9,Female,0,0,35,<=50K
26,9,Male,0,0,40,<=50K
21,10,Female,0,0,47,<=50K
26,9,Male,0,0,52,<=50K
30,9,Female,0,0,40,>50K
39,10,Female,0,0,20,<=50K
33,9,Male,0,0,40,<=50K
42,10,Male,0,0,38,<=50K
28,15,Female,0,0,50,<=50K
20,9,Male,0,0,35,<=50K
66,13,Female,0,2206,25,<=50K
31,10,Male,0,0,50,<=50K
36,10,Male,0,0,40,<=50K
39,12,Male,0,0,40,>50K
52,9,Male,0,0,40,<=50K
61,4,Male,7688,0,40,>50K
27,9,Male,0,0,40,<=50K
45,9,Female,0,0,50,<=50K
21,5,Male,0,0,40,<=50K
25,9,Female,0,0,40,<=50K
24,10,Female,0,0,25,<=50K
38,12,Male,0,0,55,<=50K
51,10,Male,0,0,24,<=50K
29,13,Female,0,1902,50,>50K
45,9,Female,0,0,38,<=50K
59,6,Male,0,0,50,<=50K
41,9,Male,0,0,40,<=50K
23,13,Female,0,0,40,<=50K
43,10,Male,0,0,45,<=50K
17,7,Male,0,0,20,<=50K
32,13,Male,15024,0,50,>50K
42,11,Male,0,0,40,<=50K
68,14,Male,0,2392,40,>50K
55,9,Male,0,1887,40,>50K
43,9,Male,0,0,40,<=50K
61,9,Male,0,0,40,>50K
28,9,Male,0,0,40,<=50K
47,9,Female,0,0,60,<=50K
21,4,Male,0,0,40,<=50K
39,10,Male,0,0,40,<=50K
39,7,Male,0,1876,46,<=50K
34,10,Male,0,2179,40,<=50K
57,5,Male,0,0,40,<=50K
27,13,Male,0,0,40,<=50K
21,10,Female,0,0,12,<=50K
25,3,Male,0,0,40,<=50K
51,10,Male,0,0,50,>50K
35,13,Female,0,0,40,<=50K
19,10,Male,0,0,12,<=50K
27,13,Male,7298,0,55,>50K
34,10,Female,0,0,35,<=50K
33,9,Female,0,0,32,<=50K
36,9,Male,0,0,40,<=50K
33,13,Male,0,0,35,<=50K
60,13,Male,0,0,40,<=50K
42,10,Male,15024,0,50,>50K
47,9,Female,0,0,40,<=50K
42,9,Male,0,0,75,>50K
34,10,Male,0,0,65,>50K
21,9,Female,0,0,32,<=50K
30,14,Male,0,0,15,>50K
53,14,Female,0,0,50,>50K
34,9,Male,0,0,40,<=50K
37,13,Male,0,0,40,<=50K
27,9,Female,0,0,40,<=50K
31,13,Male,0,0,40,<=50K
30,10,Female,0,0,40,<=50K
33,9,Male,0,0,45,<=50K
41,10,Male,0,0,40,<=50K
23,10,Male,0,0,30,<=50K
65,10,Female,0,0,40,<=50K
30,9,Female,0,0,40,<=50K
51,11,Male,4064,0,55,<=50K
30,10,Male,0,0,40,<=50K
49,14,Male,4787,0,45,>50K
37,9,Male,3137,0,30,<=50K
42,9,Male,0,0,40,<=50K
62,11,Female,0,0,45,>50K
67,9,Male,1086,0,35,<=50K
31,10,Male,5178,0,40,>50K
50,13,Male,0,0,20,>50K
33,13,Male,0,0,40,<=50K
27,10,Male,0,0,40,<=50K
31,11,Male,4386,0,40,>50K
35,10,Male,0,0,40,<=50K
55,10,Male,0,0,6,>50K
54,13,Female,0,1977,35,>50K
56,13,Male,0,0,48,>50K
21,11,Female,0,0,40,<=50K
66,4,Female,0,0,20,<=50K
46,9,Male,0,0,50,<=50K
23,13,Female,0,0,38,<=50K
43,14,Female,0,0,45,<=50K
40,9,Male,0,0,55,<=50K
52,3,Male,0,0,40,<=50K
59,13,Male,0,0,50,>50K
36,11,Female,0,0,40,<=50K
33,9,Male,0,0,40,<=50K
20,9,Male,0,0,40,<=50K
21,9,Male,0,0,35,<=50K
59,6,Female,0,0,40,<=50K
42,14,Male,0,0,50,>50K
62,9,Female,0,0,43,<=50K
54,9,Male,0,0,40,<=50K
35,4,Female,0,0,30,<=50K
36,12,Female,0,0,40,<=50K
21,9,Female,0,0,45,<=50K
30,9,Female,0,0,14,<=50K
46,10,Male,0,0,40,>50K
32,3,Female,0,0,40,>50K
21,10,Male,0,0,64,<=50K
39,9,Male,0,0,40,<=50K
54,9,Female,0,0,43,<=50K
32,10,Male,3464,0,40,<=50K
23,9,Male,0,0,40,<=50K
42,2,Male,0,0,40,<=50K
62,6,Female,0,0,30,<=50K
28,10,Male,0,0,35,<=50K
28,9,Male,0,0,40,<=50K
35,12,Male,0,0,40,<=50K
19,10,Female,0,0,40,<=50K
27,9,Male,0,0,35,<=50K
54,2,Male,0,0,50,<=50K
19,9,Female,0,0,35,<=50K
27,10,Female,0,0,30,<=50K
30,9,Male,0,0,50,<=50K
35,12,Female,0,0,35,<=50K
66,5,Male,0,0,40,<=50K
19,10,Female,0,0,20,<=50K
30,9,Male,0,0,40,>50K
32,13,Male,0,0,40,<=50K
31,10,Female,0,0,40,<=50K
26,11,Male,0,0,65,<=50K
44,10,Female,0,0,25,<=50K
52,13,Male,0,0,50,>50K
30,10,Male,0,0,40,<=50K
32,9,Female,0,0,60,<=50K
19,9,Male,0,0,40,<=50K
33,9,Male,0,0,30,<=50K
20,10,Male,0,0,40,<=50K
61,4,Male,0,0,40,<=50K
33,10,Female,0,0,35,<=50K
24,10,Female,0,0,35,<=50K
31,13,Male,0,0,60,<=50K
20,9,Female,0,0,20,<=50K
32,11,Female,0,0,50,<=50K
29,12,Female,0,0,40,<=50K
61,6,Male,0,0,24,<=50K
48,9,Female,0,0,50,<=50K
29,12,Female,0,0,40,<=50K
61,8,Male,0,0,52,<=50K
34,10,Male,0,0,48,<=50K
22,12,Female,0,0,15,<=50K
32,9,Male,0,1672,40,<=50K
38,9,Male,0,0,40,<=50K
27,10,Female,0,0,40,<=50K
26,9,Male,0,0,40,<=50K
35,9,Male,8614,0,40,>50K
62,9,Female,0,0,40,<=50K
28,9,Female,0,0,40,<=50K
50,9,Male,0,0,40,<=50K
34,13,Male,99999,0,50,>50K
37,9,Male,0,0,40,<=50K
63,2,Female,0,0,44,<=50K
35,5,Male,0,0,40,<=50K
55,13,Male,0,0,40,>50K
40,9,Female,0,0,40,>50K
25,9,Male,0,0,50,<=50K
51,10,Male,0,0,40,<=50K
37,13,Male,7298,0,40,>50K
54,13,Male,7298,0,55,>50K
47,10,Male,0,0,40,>50K
26,13,Female,0,0,40,<=50K
46,11,Male,0,0,40,<=50K
24,8,Male,0,0,40,<=50K
19,4,Male,0,0,80,<=50K
35,9,Male,0,1902,40,>50K
36,13,Male,0,0,35,<=50K
18,8,Female,0,0,20,<=50K
46,14,Male,0,0,40,>50K
30,9,Female,0,0,32,<=50K
29,9,Female,0,0,40,<=50K
65,9,Female,0,0,20,<=50K
41,14,Female,0,0,40,>50K
34,13,Male,0,0,40,<=50K
58,4,Male,0,0,40,<=50K
39,9,Female,0,0,40,<=50K
21,10,Female,0,0,40,<=50K
31,9,Male,0,0,50,>50K
33,16,Male,0,0,50,>50K
28,13,Male,0,0,60,<=50K
32,9,Female,2977,0,35,<=50K
32,13,Male,0,0,55,>50K
31,9,Female,0,0,40,<=50K
41,15,Male,15024,0,40,>50K
48,13,Male,0,0,45,>50K
27,9,Male,0,0,40,<=50K
45,9,Female,0,0,40,<=50K
34,9,Male,0,0,50,<=50K
17,6,Female,0,0,10,<=50K
25,9,Male,0,0,23,<=50K
34,13,Female,0,0,62,>50K
33,9,Female,0,0,40,<=50K
21,10,Female,0,0,20,<=50K
22,9,Male,0,0,50,<=50K
61,10,Male,0,0,42,<=50K
40,9,Female,0,0,30,>50K
58,10,Male,0,0,12,<=50K
30,10,Male,0,0,58,<=50K
24,9,Male,0,0,60,<=50K
52,8,Male,0,0,50,>50K
50,9,Female,0,0,40,<=50K
49,10,Male,0,0,30,<=50K
22,9,Female,0,0,40,<=50K
32,13,Female,0,0,35,>50K
21,10,Female,0,0,40,<=50K
25,10,Female,0,0,50,<=50K
34,9,Male,0,0,45,<=50K
48,6,Male,0,0,45,>50K
61,9,Female,0,0,99,<=50K
21,10,Female,0,0,40,<=50K
20,4,Female,0,0,52,<=50K
30,10,Male,0,0,40,>50K
44,9,Male,0,1902,40,>50K
44,9,Male,0,0,60,<=50K
29,9,Male,0,0,60,<=50K
31,15,Female,0,0,35,<=50K
35,9,Male,0,0,40,<=50K
27,9,Male,0,0,40,<=50K
26,13,Female,0,0,45,<=50K
37,5,Male,0,0,70,>50K
33,13,Male,0,0,40,<=50K
44,4,Female,0,0,55,<=50K
34,13,Male,0,0,40,>50K
28,12,Male,0,0,5,<=50K
30,10,Female,0,0,45,<=50K
41,13,Male,0,0,35,<=50K
23,13,Female,0,0,40,<=50K
19,9,Male,0,0,70,<=50K
48,2,Male,3781,0,50,<=50K
26,10,Male,0,0,20,<=50K
32,13,Male,0,0,40,>50K
26,9,Female,0,0,48,<=50K
36,14,Male,7298,0,55,>50K
49,9,Male,0,0,40,<=50K
33,9,Male,0,1741,40,<=50K
54,14,Male,0,0,40,>50K
36,9,Male,0,0,55,<=50K
41,9,Male,0,0,48,<=50K
27,13,Male,0,0,35,<=50K
68,13,Male,0,2377,35,>50K
21,10,Male,0,0,75,<=50K
56,9,Male,0,0,40,<=50K
40,11,Male,0,0,60,<=50K
46,9,Male,0,0,40,<=50K
55,5,Female,0,0,45,<=50K
43,5,Male,0,0,40,<=50K
46,9,Male,0,0,40,<=50K
51,10,Male,0,0,60,<=50K
19,10,Female,0,0,15,<=50K
67,16,Female,7896,0,50,>50K
31,9,Male,0,0,40,<=50K
27,13,Male,0,0,50,>50K
21,10,Female,0,0,40,<=50K
36,9,Male,0,0,50,<=50K
23,9,Female,0,0,16,<=50K
62,14,Female,0,0,40,>50K
31,13,Male,0,0,50,>50K
52,13,Male,0,1887,40,>50K
39,9,Male,0,0,40,<=50K
24,13,Male,0,0,30,<=50K
55,9,Male,13550,0,40,>50K
38,9,Male,0,0,40,<=50K
36,9,Male,0,0,40,<=50K
17,7,Female,0,0,15,<=50K
27,9,Female,0,0,40,<=50K
30,10,Male,0,0,40,<=50K
43,9,Female,0,0,40,<=50K
51,7,Female,0,0,30,<=50K
47,13,Female,25236,0,35,>50K
49,16,Female,0,2258,50,>50K
34,9,Male,0,0,48,>50K
19,9,Male,0,0,60,<=50K
79,16,Male,0,0,6,>50K
28,10,Male,0,0,40,<=50K
41,10,Male,0,0,50,<=50K
21,10,Male,0,0,50,<=50K
31,13,Female,0,0,40,<=50K
45,9,Male,0,0,45,<=50K
23,9,Male,0,0,50,<=50K
32,10,Male,0,0,50,<=50K
67,7,Male,0,0,40,<=50K
32,14,Male,0,0,55,>50K
35,9,Male,0,0,50,<=50K
29,10,Male,0,0,40,<=50K
38,9,Male,0,0,40,<=50K
38,10,Male,0,0,60,<=50K
18,9,Male,0,0,30,<=50K
47,9,Male,5013,0,24,<=50K
22,9,Female,0,0,40,<=50K
21,10,Male,0,2377,48,<=50K
27,13,Male,0,0,50,<=50K
28,10,Female,0,0,30,<=50K
32,15,Male,4508,0,40,<=50K
40,15,Male,15024,0,55,>50K
23,13,Female,0,1719,40,<=50K
25,10,Male,0,0,40,<=50K
44,10,Male,0,2258,60,<=50K
43,9,Female,0,0,25,>50K
31,13,Male,0,1977,55,>50K
33,10,Male,0,0,40,<=50K
41,9,Male,0,0,40,>50K
29,14,Male,0,0,30,<=50K
32,12,Male,0,0,40,<=50K
78,4,Male,1797,0,15,<=50K
64,9,Male,0,0,40,>50K
58,13,Male,0,0,50,>50K
55,8,Male,0,0,30,<=50K
20,9,Female,0,0,40,<=50K
35,10,Male,0,0,40,<=50K
27,9,Male,0,0,40,<=50K
37,9,Male,99999,0,50,>50K
42,11,Female,0,0,40,<=50K
47,8,Male,0,0,35,<=50K
29,9,Female,0,0,40,<=50K
33,2,Female,0,0,24,<=50K
44,10,Female,0,0,40,<=50K
70,3,Female,2346,0,40,<=50K
25,9,Male,0,0,78,<=50K
24,13,Female,0,0,10,<=50K
42,13,Female,2977,0,40,<=50K
53,13,Male,0,0,50,>50K
39,13,Female,0,0,60,<=50K
72,9,Male,0,0,40,<=50K
43,5,Female,0,0,44,<=50K
25,10,Male,0,0,40,<=50K
37,12,Male,0,0,45,>50K
27,9,Female,0,0,40,<=50K
39,16,Male,0,0,50,>50K
64,9,Male,2635,0,24,<=50K
29,9,Male,0,0,50,>50K
50,13,Male,0,0,50,>50K
33,3,Female,0,0,40,<=50K
18,9,Female,0,0,20,<=50K
20,7,Male,0,0,32,<=50K
32,10,Female,0,0,50,<=50K
45,10,Female,0,0,40,<=50K
48,9,Female,0,0,40,<=50K
20,10,Female,0,0,40,<=50K
23,9,Female,0,0,40,<=50K
34,13,Male,0,1902,48,>50K
43,13,Male,8614,0,40,>50K
44,13,Male,0,0,40,>50K
47,10,Male,0,0,40,>50K
47,9,Female,0,0,40,<=50K
46,2,Female,0,0,20,<=50K
19,9,Female,0,0,40,<=50K
51,9,Male,0,0,40,<=50K
41,9,Male,0,0,40,<=50K
37,7,Female,0,0,40,<=50K
31,9,Male,0,0,40,<=50K
25,9,Male,0,0,40,<=50K
46,10,Male,0,0,40,>50K
53,9,Male,5178,0,45,>50K
47,16,Female,0,0,40,<=50K
28,9,Male,0,0,50,>50K
60,10,Male,3137,0,46,<=50K
43,9,Male,0,0,40,<=50K
45,9,Male,7688,0,50,>50K
28,6,Male,0,0,40,<=50K
19,7,Male,0,0,30,<=50K
51,15,Male,99999,0,70,>50K
19,9,Male,0,0,35,<=50K
64,16,Male,0,0,60,>50K
44,16,Male,0,0,60,>50K
21,9,Male,0,0,48,<=50K
33,9,Male,0,0,40,<=50K
63,13,Male,0,0,40,>50K
44,9,Female,0,0,40,<=50K
44,14,Male,15024,0,35,>50K
28,9,Female,0,0,70,<=50K
24,13,Male,0,0,40,<=50K
20,10,Female,0,0,20,<=50K
21,10,Female,0,0,24,<=50K
20,9,Male,0,0,40,<=50K
21,9,Male,0,0,40,<=50K
34,10,Male,0,0,52,<=50K
17,7,Female,0,0,15,<=50K
35,7,Female,0,0,40,<=50K
26,9,Male,0,0,40,<=50K
35,9,Male,0,0,70,<=50K
25,9,Male,0,0,40,<=50K
27,10,Male,0,0,40,<=50K
52,11,Male,0,0,40,>50K
43,13,Female,0,0,50,<=50K
36,14,Male,7688,0,50,>50K
37,9,Male,0,0,40,<=50K
58,9,Female,0,0,40,<=50K
25,12,Male,0,0,45,<=50K
54,14,Male,0,0,40,<=50K
42,10,Male,0,0,60,<=50K
65,13,Male,99999,0,65,>50K
44,9,Female,0,0,45,<=50K
61,3,Male,0,0,40,<=50K
29,9,Male,0,0,40,<=50K
34,10,Male,0,0,40,>50K
24,10,Female,0,0,40,<=50K
40,12,Male,0,0,42,>50K
42,15,Male,0,0,60,>50K
50,9,Male,0,0,40,<=50K
18,9,Female,0,1602,20,<=50K
49,9,Male,0,0,40,<=50K
38,9,Male,0,0,40,<=50K
41,9,Male,0,0,45,<=50K
70,10,Male,0,0,5,<=50K
51,10,Male,0,0,40,>50K
24,13,Female,0,0,40,<=50K
57,9,Male,0,0,48,>50K
22,10,Female,0,0,20,<=50K
31,10,Male,0,0,40,>50K
28,10,Female,0,0,40,<=50K
45,9,Male,0,0,50,<=50K
39,9,Male,0,0,40,>50K
26,10,Female,0,0,40,<=50K
38,9,Male,0,0,40,<=50K
38,14,Male,99999,0,60,>50K
19,9,Male,0,0,20,<=50K
36,9,Male,0,0,40,>50K
30,9,Male,0,0,44,<=50K
28,14,Male,0,0,40,>50K
53,5,Male,0,0,40,<=50K
32,13,Male,0,0,38,<=50K
57,15,Male,15024,0,60,>50K
47,14,Female,0,0,40,<=50K
36,10,Male,0,0,56,<=50K
21,7,Female,0,0,38,<=50K
25,13,Male,0,0,40,>50K
37,9,Female,0,0,40,<=50K
31,9,Female,0,0,30,<=50K
43,9,Male,0,0,50,<=50K
61,9,Female,0,2754,25,<=50K
56,10,Male,0,0,35,<=50K
35,13,Male,0,0,40,<=50K
59,4,Female,0,0,38,<=50K
44,10,Male,0,1887,55,>50K
47,14,Female,0,0,40,<=50K
44,13,Male,0,0,55,>50K
64,10,Male,0,0,40,<=50K
26,9,Male,0,0,45,<=50K
53,13,Male,0,0,40,>50K
50,13,Male,0,0,40,<=50K
30,9,Female,0,0,20,<=50K
46,9,Female,0,0,44,<=50K
45,9,Male,0,0,50,>50K
44,9,Female,0,0,40,<=50K
59,10,Male,0,1977,48,>50K
65,16,Male,99999,0,40,>50K
23,9,Female,0,0,40,<=50K
33,10,Female,0,0,38,<=50K
34,9,Female,0,0,35,<=50K
38,11,Female,0,0,40,<=50K
62,13,Male,0,0,35,>50K
21,10,Male,0,0,40,<=50K
41,9,Male,0,0,8,<=50K
35,9,Male,0,0,40,<=50K
62,10,Male,0,0,45,<=50K
53,9,Male,0,0,40,>50K
69,10,Male,0,0,16,<=50K
19,10,Female,0,0,16,<=50K
47,13,Male,0,0,40,>50K
52,10,Male,0,0,90,>50K
54,9,Male,0,0,40,<=50K
58,9,Male,0,0,10,<=50K
30,9,Male,0,0,73,>50K
39,9,Female,0,0,25,<=50K
73,13,Male,1173,0,75,<=50K
64,13,Male,0,0,40,<=50K
32,9,Male,0,0,40,<=50K
51,9,Male,0,0,40,>50K
57,13,Male,0,0,40,<=50K
25,9,Male,0,0,40,<=50K
53,9,Male,0,1740,40,<=50K
39,10,Female,0,0,25,<=50K
49,9,Female,0,0,16,<=50K
23,13,Female,0,1092,40,<=50K
28,13,Male,0,0,55,>50K
46,14,Male,0,1977,50,>50K
40,10,Male,0,0,40,<=50K
24,9,Male,0,0,50,<=50K
20,9,Male,0,0,40,<=50K
50,6,Male,0,0,8,<=50K
24,13,Female,0,0,40,<=50K
35,9,Male,0,0,40,<=50K
33,13,Female,0,0,46,<=50K
54,13,Male,0,0,40,<=50K
35,9,Male,0,0,45,<=50K
31,9,Male,0,0,40,>50K
47,10,Male,0,0,40,<=50K
48,9,Female,0,0,20,<=50K
33,11,Male,0,1669,55,<=50K
35,13,Male,0,0,40,>50K
20,10,Female,0,0,10,<=50K
36,1,Male,0,0,40,<=50K
30,13,Female,0,0,55,<=50K
39,10,Male,0,0,55,>50K
25,10,Male,0,0,40,<=50K
40,9,Female,0,0,35,<=50K
25,9,Male,0,0,40,<=50K
33,9,Female,0,0,40,<=50K
53,10,Male,0,0,40,<=50K
18,7,Male,0,0,10,<=50K
41,9,Male,0,0,40,<=50K
25,13,Male,0,0,50,<=50K
66,4,Male,0,0,50,<=50K
53,10,Female,1471,0,40,<=50K
27,9,Male,0,0,40,<=50K
28,9,Female,0,0,40,<=50K
23,9,Male,0,0,40,<=50K
29,6,Male,0,0,80,<=50K
26,10,Female,0,0,40,<=50K
26,9,Male,0,0,42,<=50K
26,5,Male,0,0,35,<=50K
38,9,Male,0,0,40,<=50K
36,3,Male,0,0,40,<=50K
34,10,Male,15024,0,45,>50K
32,9,Male,0,0,40,<=50K
57,9,Male,0,0,50,>50K
31,10,Female,0,0,40,<=50K
38,13,Female,0,0,38,<=50K
39,9,Female,0,0,40,<=50K
35,9,Male,0,2377,40,<=50K
18,7,Female,0,0,20,<=50K
75,10,Male,0,0,8,<=50K
28,9,Male,0,0,40,<=50K
41,14,Female,0,0,55,<=50K
39,5,Male,0,0,40,>50K
31,10,Male,0,0,40,<=50K
38,9,Female,0,0,38,<=50K
43,10,Female,0,0,38,<=50K
27,9,Male,0,0,40,<=50K
42,14,Male,0,1902,55,>50K
46,13,Female,0,0,36,<=50K
20,9,Female,0,0,40,<=50K
42,10,Female,0,0,20,<=50K
69,9,Female,0,0,40,<=50K
47,11,Female,0,0,35,<=50K
49,9,Male,0,0,40,<=50K
20,10,Female,0,0,30,<=50K
52,3,Female,0,0,15,<=50K
33,3,Male,0,0,59,<=50K
18,7,Female,0,0,6,<=50K
55,9,Female,0,0,55,<=50K
61,4,Male,0,0,40,<=50K
61,10,Male,9386,0,40,>50K
39,13,Male,0,0,45,>50K
30,10,Male,0,0,40,<=50K
61,9,Female,0,0,40,<=50K
36,12,Female,0,0,15,<=50K
34,10,Male,0,0,50,<=50K
53,14,Male,4386,0,40,>50K
38,11,Female,0,0,36,>50K
46,13,Male,7298,0,50,>50K
27,9,Male,0,0,40,<=50K
32,7,Female,0,0,40,<=50K
60,13,Female,0,0,60,>50K
23,13,Male,0,0,40,<=50K
29,13,Female,14344,0,50,>50K
22,9,Male,0,0,50,<=50K
25,9,Male,0,0,35,<=50K
29,13,Male,0,0,48,<=50K
90,9,Male,0,0,30,<=50K
37,9,Female,0,0,40,<=50K
32,9,Male,0,0,38,<=50K
18,9,Male,0,0,40,<=50K
35,10,Female,0,0,65,<=50K
50,5,Male,2885,0,40,<=50K
54,9,Male,5178,0,40,>50K
43,13,Male,0,0,45,>50K
28,9,Male,0,0,65,>50K
51,5,Male,0,0,40,<=50K
31,10,Male,0,0,42,<=50K
69,9,Female,2387,0,40,<=50K
57,13,Male,0,0,40,>50K
71,10,Female,0,0,14,<=50K
28,6,Female,0,0,40,<=50K
28,6,Male,0,0,80,<=50K
25,9,Male,0,0,95,<=50K
49,12,Male,0,0,30,<=50K
52,5,Male,0,0,40,<=50K
23,13,Male,0,0,40,<=50K
32,3,Male,0,0,40,<=50K
31,10,Female,0,0,50,<=50K
30,9,Male,0,0,50,<=50K
24,9,Male,0,0,60,<=50K
45,12,Male,0,0,66,<=50K
30,9,Male,0,0,40,<=50K
52,13,Male,15024,0,55,>50K
42,9,Female,0,0,25,<=50K
49,9,Male,0,0,40,<=50K
20,9,Male,0,0,30,<=50K
25,13,Female,0,0,40,<=50K
41,5,Male,0,0,55,<=50K
55,9,Female,0,0,40,<=50K
31,11,Male,3137,0,50,<=50K
25,13,Female,0,0,40,<=50K
32,9,Male,0,0,40,<=50K
29,10,Male,0,0,40,<=50K
37,9,Female,0,0,40,<=50K
52,4,Female,0,0,40,<=50K
19,10,Female,0,0,15,<=50K
21,10,Male,0,0,24,<=50K
43,12,Male,0,0,40,<=50K
39,10,Male,0,0,40,<=50K
40,10,Male,0,0,40,>50K
54,2,Female,0,0,40,<=50K
35,13,Male,0,0,40,<=50K
34,11,Female,0,1974,40,<=50K
35,10,Male,0,0,40,>50K
57,16,Male,0,0,40,>50K
26,13,Female,0,0,40,<=50K
55,13,Female,0,0,15,<=50K
51,13,Female,0,0,40,<=50K
35,12,Male,0,0,30,<=50K
31,9,Male,0,0,40,<=50K
17,7,Female,0,0,8,<=50K
38,9,Female,0,0,40,<=50K
39,15,Male,0,1887,50,>50K
29,9,Male,0,0,45,<=50K
39,11,Female,0,0,40,<=50K
42,10,Male,0,0,40,>50K
46,14,Male,0,0,50,>50K
73,4,Male,0,0,25,<=50K
47,10,Female,0,1876,40,<=50K
28,9,Female,0,0,70,<=50K
27,6,Male,0,1980,40,<=50K
38,15,Male,0,0,40,>50K
19,9,Male,0,0,35,<=50K
60,11,Male,0,0,40,>50K
24,10,Male,0,0,40,<=50K
52,7,Male,0,0,40,<=50K
36,13,Female,0,0,45,<=50K
26,14,Female,0,0,40,<=50K
28,13,Male,0,0,16,<=50K
38,13,Male,0,0,50,>50K
47,14,Male,0,0,50,>50K
50,13,Female,0,0,40,>50K
27,9,Male,0,0,40,<=50K
47,10,Female,0,0,40,<=50K
36,6,Female,3464,0,40,<=50K
49,9,Male,0,0,40,<=50K
68,10,Male,0,0,48,>50K
63,9,Female,0,0,40,<=50K
36,9,Male,0,0,70,>50K
42,10,Female,0,0,35,<=50K
28,14,Female,0,0,45,<=50K
68,9,Female,0,0,8,<=50K
38,9,Female,0,0,22,<=50K
43,13,Male,0,1902,40,>50K
49,10,Male,0,0,40,>50K
59,9,Female,0,0,40,<=50K
25,13,Male,0,0,40,>50K
26,12,Female,0,0,36,<=50K
59,10,Female,0,0,48,<=50K
34,10,Male,0,0,45,<=50K
34,14,Male,0,0,43,>50K
67,9,Female,0,0,24,<=50K
45,11,Female,0,0,44,<=50K
64,4,Male,0,0,40,<=50K
51,14,Male,0,0,38,>50K
31,13,Male,0,0,55,>50K
42,13,Male,0,0,45,>50K
65,3,Male,0,0,40,<=50K
23,10,Male,0,0,20,<=50K
31,10,Male,0,0,45,<=50K
33,6,Female,0,0,40,<=50K
17,7,Male,0,0,35,<=50K
63,14,Male,0,0,46,<=50K
48,9,Male,0,0,60,>50K
45,12,Male,0,0,40,<=50K
17,6,Male,0,0,10,<=50K
26,9,Male,0,0,40,<=50K
38,10,Female,0,0,40,<=50K
29,9,Female,0,0,40,<=50K
44,10,Female,0,0,32,<=50K
43,14,Male,0,0,40,<=50K
39,13,Male,0,0,40,<=50K
43,9,Male,0,0,40,<=50K
23,9,Female,0,0,45,<=50K
19,9,Female,0,0,40,<=50K
49,5,Male,0,0,40,<=50K
52,10,Male,5013,0,40,<=50K
32,9,Male,0,0,50,<=50K
38,13,Male,4508,0,40,<=50K
25,3,Female,0,0,25,<=50K
44,10,Male,0,0,40,<=50K
63,4,Male,0,0,40,<=50K
42,9,Female,0,0,60,<=50K
21,10,Male,0,0,40,<=50K
32,10,Male,0,0,40,<=50K
24,9,Female,0,0,50,<=50K
50,9,Male,0,0,40,<=50K
26,13,Male,0,0,80,>50K
35,9,Male,0,0,35,<=50K
31,13,Male,0,0,44,>50K
24,2,Male,0,0,66,<=50K
